gene	dir	proportion_retained	num_seqs_unaligned	num_seqs_aligned	kingdom	phylum	class	order	family	genus	species	subspecies	different_genbank_species
Bathymodiolus-brevior-COI	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-brevior	1.0	3	3	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus brevior		
Bathymodiolus-brooksi-COI	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-brooksi	1.0	46	46	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus brooksi		
Bathymodiolus-childressi-COI	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-childressi	1.0	203	203	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus childressi		
Bathymodiolus-childressi-ND4	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-childressi	1.0	39	39	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus childressi		
Bathymodiolus-heckerae-COI	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-heckerae	1.0	80	80	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus heckerae		
Bathymodiolus-japonicus-COI	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-japonicus	1.0	4	4	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus japonicus		
Bathymodiolus-japonicus-ND4	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-japonicus	1.0	4	4	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus japonicus		
Bathymodiolus-manusensis-COI	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-manusensis	1.0	4	4	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus manusensis		
Bathymodiolus-mauritanicus-COI	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-mauritanicus	1.0	5	5	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus mauritanicus		Gigantidas mauritanicus
Bathymodiolus-platifrons-COI	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-platifrons	1.0	116	116	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus platifrons		
Bathymodiolus-platifrons-ND4	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-platifrons	1.0	119	119	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus platifrons		
Bathymodiolus-platifrons-ATP6	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-platifrons	1.0	112	112	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus platifrons		
Bathymodiolus-puteoserpentis-COI	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-puteoserpentis	1.0	46	46	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus puteoserpentis		
Bathymodiolus-securiformis-COI	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-securiformis	1.0	3	3	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus securiformis		
Bathymodiolus-septemdierum-COI	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-septemdierum	1.0	220	220	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus septemdierum		
Bathymodiolus-septemdierum-CAT	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-septemdierum	1.0	284	284	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus septemdierum		
Bathymodiolus-septemdierum-COL	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-septemdierum	1.0	364	364	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus septemdierum		
Bathymodiolus-septemdierum-EF1A	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-septemdierum	1.0	409	409	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus septemdierum		
Bathymodiolus-septemdierum-H3	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-septemdierum	1.0	472	472	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus septemdierum		
Bathymodiolus-septemdierum-ND4	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-septemdierum	1.0	224	224	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus septemdierum		
Bathymodiolus-thermophilus-ANT	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-thermophilus	1.0	365	365	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus thermophilus		
Bathymodiolus-thermophilus-COI	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-thermophilus	1.0	448	448	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus thermophilus		
Bathymodiolus-thermophilus-ND4	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-thermophilus	1.0	3	3	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus thermophilus		
Bathymodiolus-thermophilus-CAT	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-thermophilus	1.0	352	352	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus thermophilus		
Bathymodiolus-thermophilus-EF1A	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-thermophilus	1.0	204	204	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus thermophilus		
Bathymodiolus-thermophilus-SAHH	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-thermophilus	1.0	238	238	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus thermophilus		
Bathymodiolus-thermophilus-COL	Bivalvia/Mytilida/Mytilidae/Bathymodiolus-thermophilus	1.0	232	232	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Bathymodiolus	Bathymodiolus thermophilus		
Bathyspinula-calcar-COI	Bivalvia/Nuculanida/Nuculanidae/Bathyspinula-calcar	1.0	4	4	Animalia	Mollusca	Bivalvia	Nuculanida	Nuculanidae	Bathyspinula	Bathyspinula calcar		
Bathytoma-atractoides-COI	Gastropoda/Neogastropoda/Borsoniidae/Bathytoma-atractoides	1.0	44	44	Animalia	Mollusca	Gastropoda	Neogastropoda	Borsoniidae	Bathytoma	Bathytoma atractoides		
Bathytoma-badifasciata-COI	Gastropoda/Neogastropoda/Borsoniidae/Bathytoma-badifasciata	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Borsoniidae	Bathytoma	Bathytoma badifasciata		
Bathytoma-carnicolor-COI	Gastropoda/Neogastropoda/Borsoniidae/Bathytoma-carnicolor	1.0	10	10	Animalia	Mollusca	Gastropoda	Neogastropoda	Borsoniidae	Bathytoma	Bathytoma carnicolor		
Bathytoma-consors-COI	Gastropoda/Neogastropoda/Borsoniidae/Bathytoma-consors	1.0	10	10	Animalia	Mollusca	Gastropoda	Neogastropoda	Borsoniidae	Bathytoma	Bathytoma consors		
Bathytoma-episoma-COI	Gastropoda/Neogastropoda/Borsoniidae/Bathytoma-episoma	1.0	12	12	Animalia	Mollusca	Gastropoda	Neogastropoda	Borsoniidae	Bathytoma	Bathytoma episoma		
Bathytoma-netrion-COI	Gastropoda/Neogastropoda/Borsoniidae/Bathytoma-netrion	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Borsoniidae	Bathytoma	Bathytoma netrion		
Bathytoma-paratractoides-COI	Gastropoda/Neogastropoda/Borsoniidae/Bathytoma-paratractoides	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Borsoniidae	Bathytoma	Bathytoma paratractoides		
Bathytoma-solomonensis-COI	Gastropoda/Neogastropoda/Borsoniidae/Bathytoma-solomonensis	1.0	11	11	Animalia	Mollusca	Gastropoda	Neogastropoda	Borsoniidae	Bathytoma	Bathytoma solomonensis		
Bathytoma-stenos-COI	Gastropoda/Neogastropoda/Borsoniidae/Bathytoma-stenos	1.0	21	21	Animalia	Mollusca	Gastropoda	Neogastropoda	Borsoniidae	Bathytoma	Bathytoma stenos		
Bathytoma-tippetti-COI	Gastropoda/Neogastropoda/Borsoniidae/Bathytoma-tippetti	1.0	18	18	Animalia	Mollusca	Gastropoda	Neogastropoda	Borsoniidae	Bathytoma	Bathytoma tippetti		
Bayerotrochus-belauensis-COI	Gastropoda/Pleurotomariida/Pleurotomariidae/Bayerotrochus-belauensis	1.0	3	3	Animalia	Mollusca	Gastropoda	Pleurotomariida	Pleurotomariidae	Bayerotrochus	Bayerotrochus belauensis		Bayerotrochus sp. b MGH-2017
Bayerotrochus-midas-COI	Gastropoda/Pleurotomariida/Pleurotomariidae/Bayerotrochus-midas	1.0	4	4	Animalia	Mollusca	Gastropoda	Pleurotomariida	Pleurotomariidae	Bayerotrochus	Bayerotrochus midas		
Benthomangelia-trophonoidea-COI	Gastropoda/Neogastropoda/Mangeliidae/Benthomangelia-trophonoidea	1.0	27	27	Animalia	Mollusca	Gastropoda	Neogastropoda	Mangeliidae	Benthomangelia	Benthomangelia trophonoidea		Benthomangelia cf. trophonoidea NP-2008
Benthomodiolus-geikotsucola-ND4	Bivalvia/Mytilida/Mytilidae/Benthomodiolus-geikotsucola	1.0	3	3	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Benthomodiolus	Benthomodiolus geikotsucola		
Berghia-verrucicornis-COI	Gastropoda/Nudibranchia/Aeolidiidae/Berghia-verrucicornis	1.0	3	3	Animalia	Mollusca	Gastropoda	Nudibranchia	Aeolidiidae	Berghia	Berghia verrucicornis		
Berthella-plumula-COI	Gastropoda/Pleurobranchida/Pleurobranchidae/Berthella-plumula	1.0	3	3	Animalia	Mollusca	Gastropoda	Pleurobranchida	Pleurobranchidae	Berthella	Berthella plumula		
Berthellina-delicata-COI	Gastropoda/Pleurobranchida/Pleurobranchidae/Berthellina-delicata	1.0	3	3	Animalia	Mollusca	Gastropoda	Pleurobranchida	Pleurobranchidae	Berthellina	Berthellina delicata		Gastropoda sp. JOD_2017
Bithynia-tentaculata-COI	Gastropoda/Littorinimorpha/Bithyniidae/Bithynia-tentaculata	1.0	4	4	Animalia	Mollusca	Gastropoda	Littorinimorpha	Bithyniidae	Bithynia	Bithynia tentaculata		
Bolma-castelinae-COI	Gastropoda/Trochida/Turbinidae/Bolma-castelinae	1.0	12	12	Animalia	Mollusca	Gastropoda	Trochida	Turbinidae	Bolma	Bolma castelinae		
Bolma-fuscolineata-COI	Gastropoda/Trochida/Turbinidae/Bolma-fuscolineata	1.0	6	6	Animalia	Mollusca	Gastropoda	Trochida	Turbinidae	Bolma	Bolma fuscolineata		
Bolma-henica-COI	Gastropoda/Trochida/Turbinidae/Bolma-henica	1.0	59	59	Animalia	Mollusca	Gastropoda	Trochida	Turbinidae	Bolma	Bolma henica		
Bolma-mainbaza-COI	Gastropoda/Trochida/Turbinidae/Bolma-mainbaza	1.0	10	10	Animalia	Mollusca	Gastropoda	Trochida	Turbinidae	Bolma	Bolma mainbaza		
Bolma-millegranosa-COI	Gastropoda/Trochida/Turbinidae/Bolma-millegranosa	1.0	8	8	Animalia	Mollusca	Gastropoda	Trochida	Turbinidae	Bolma	Bolma millegranosa		
Bolma-minutiradiosa-COI	Gastropoda/Trochida/Turbinidae/Bolma-minutiradiosa	1.0	14	14	Animalia	Mollusca	Gastropoda	Trochida	Turbinidae	Bolma	Bolma minutiradiosa		Bolma cf. minutiradiosa MC-2017
Bolma-opaoana-COI	Gastropoda/Trochida/Turbinidae/Bolma-opaoana	1.0	12	12	Animalia	Mollusca	Gastropoda	Trochida	Turbinidae	Bolma	Bolma opaoana		
Bolma-pseudobathyraphis-COI	Gastropoda/Trochida/Turbinidae/Bolma-pseudobathyraphis	1.0	23	23	Animalia	Mollusca	Gastropoda	Trochida	Turbinidae	Bolma	Bolma pseudobathyraphis		
Bolma-recens-COI	Gastropoda/Trochida/Turbinidae/Bolma-recens	1.0	28	28	Animalia	Mollusca	Gastropoda	Trochida	Turbinidae	Bolma	Bolma recens		
Boreochiton-ruber-COI	Polyplacophora/Chitonida/Tonicellidae/Boreochiton-ruber	1.0	20	20	Animalia	Mollusca	Polyplacophora	Chitonida	Tonicellidae	Boreochiton	Boreochiton ruber		Tonicella rubra
Boreotrophon-truncatus-COI	Gastropoda/Neogastropoda/Muricidae/Boreotrophon-truncatus	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Boreotrophon	Boreotrophon truncatus		
Bostrycapulus-urraca-COI	Gastropoda/Littorinimorpha/Calyptraeidae/Bostrycapulus-urraca	1.0	3	3	Animalia	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Bostrycapulus	Bostrycapulus urraca		
Botryphallus-ovummuscae-COI	Gastropoda/Littorinimorpha/Rissoidae/Botryphallus-ovummuscae	1.0	4	4	Animalia	Mollusca	Gastropoda	Littorinimorpha	Rissoidae	Botryphallus	Botryphallus ovummuscae		
Brachidontes-exustus-COI	Bivalvia/Mytilida/Mytilidae/Brachidontes-exustus	1.0	4	4	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Brachidontes	Brachidontes exustus		
Brachidontes-puniceus-COI	Bivalvia/Mytilida/Mytilidae/Brachidontes-puniceus	1.0	4	4	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Brachidontes	Brachidontes puniceus		
Buccinum-hydrophanum-COI	Gastropoda/Neogastropoda/Buccinidae/Buccinum-hydrophanum	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Buccinum	Buccinum hydrophanum		
Buccinum-undatum-COI	Gastropoda/Neogastropoda/Buccinidae/Buccinum-undatum	1.0	33	33	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Buccinum	Buccinum undatum		
Bursa-granularis-COI	Gastropoda/Littorinimorpha/Bursidae/Bursa-granularis	1.0	69	69	Animalia	Mollusca	Gastropoda	Littorinimorpha	Bursidae	Bursa	Bursa granularis		
Busycon-carica-COI	Gastropoda/Neogastropoda/Buccinidae/Busycon-carica	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Busycon	Busycon carica		
Bythinella-thermophila-COI	Gastropoda/Littorinimorpha/Bythinellidae/Bythinella-thermophila	1.0	3	3	Animalia	Mollusca	Gastropoda	Littorinimorpha	Bythinellidae	Bythinella	Bythinella thermophila		
Bythiospeum-hungaricum-COI	Gastropoda/Littorinimorpha/Moitessieriidae/Bythiospeum-hungaricum	1.0	11	11	Animalia	Mollusca	Gastropoda	Littorinimorpha	Moitessieriidae	Bythiospeum	Bythiospeum hungaricum		
Cadlina-luteomarginata-COI	Gastropoda/Nudibranchia/Cadlinidae/Cadlina-luteomarginata	1.0	4	4	Animalia	Mollusca	Gastropoda	Nudibranchia	Cadlinidae	Cadlina	Cadlina luteomarginata		
Calagrassor-aldermenensis-COI	Gastropoda/Neogastropoda/Buccinidae/Calagrassor-aldermenensis	1.0	6	6	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Calagrassor	Calagrassor aldermenensis		
Callina-bulverii-COI	Gastropoda/Stylommatophora/Geomitridae/Callina-bulverii	1.0	5	5	Animalia	Mollusca	Gastropoda	Stylommatophora	Geomitridae	Callina	Callina bulverii		
Calliostoma-annulatum-COI	Gastropoda/Trochida/Calliostomatidae/Calliostoma-annulatum	1.0	6	6	Animalia	Mollusca	Gastropoda	Trochida	Calliostomatidae	Calliostoma	Calliostoma annulatum		
Calliostoma-bairdii-COI	Gastropoda/Trochida/Calliostomatidae/Calliostoma-bairdii	1.0	3	3	Animalia	Mollusca	Gastropoda	Trochida	Calliostomatidae	Calliostoma	Calliostoma bairdii		
Calliostoma-canaliculatum-COI	Gastropoda/Trochida/Calliostomatidae/Calliostoma-canaliculatum	1.0	17	17	Animalia	Mollusca	Gastropoda	Trochida	Calliostomatidae	Calliostoma	Calliostoma canaliculatum		
Calliostoma-ligatum-COI	Gastropoda/Trochida/Calliostomatidae/Calliostoma-ligatum	1.0	50	50	Animalia	Mollusca	Gastropoda	Trochida	Calliostomatidae	Calliostoma	Calliostoma ligatum		
Calliostoma-zizyphinum-COI	Gastropoda/Trochida/Calliostomatidae/Calliostoma-zizyphinum	1.0	7	7	Animalia	Mollusca	Gastropoda	Trochida	Calliostomatidae	Calliostoma	Calliostoma zizyphinum		
Calyptogena-extenta-COI	Bivalvia/Venerida/Vesicomyidae/Calyptogena-extenta	1.0	27	27	Animalia	Mollusca	Bivalvia	Venerida	Vesicomyidae	Calyptogena	Calyptogena extenta		
Calyptogena-pacifica-COI	Bivalvia/Venerida/Vesicomyidae/Calyptogena-pacifica	1.0	7	7	Animalia	Mollusca	Bivalvia	Venerida	Vesicomyidae	Calyptogena	Calyptogena pacifica		
Calyptraea-fastigiata-COI	Gastropoda/Littorinimorpha/Calyptraeidae/Calyptraea-fastigiata	1.0	5	5	Animalia	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Calyptraea	Calyptraea fastigiata		
Campeloma-decisum-COI	Gastropoda/Architaenioglossa/Viviparidae/Campeloma-decisum	1.0	3	3	Animalia	Mollusca	Gastropoda	Architaenioglossa	Viviparidae	Campeloma	Campeloma decisum		
Cancellopollia-gracilis-COI	Gastropoda/Neogastropoda/Pisaniidae/Cancellopollia-gracilis	1.0	25	25	Animalia	Mollusca	Gastropoda	Neogastropoda	Pisaniidae	Cancellopollia	Cancellopollia gracilis		
Cantareus-apertus-COI	Gastropoda/Stylommatophora/Helicidae/Cantareus-apertus	1.0	8	8	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cantareus	Cantareus apertus		
Carychium-clappi-COI	Gastropoda/Ellobiida/Ellobiidae/Carychium-clappi	1.0	5	5	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobiidae	Carychium	Carychium clappi		
Carychium-exiguum-COI	Gastropoda/Ellobiida/Ellobiidae/Carychium-exiguum	1.0	3	3	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobiidae	Carychium	Carychium exiguum		
Carychium-exile-COI	Gastropoda/Ellobiida/Ellobiidae/Carychium-exile	1.0	8	8	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobiidae	Carychium	Carychium exile		
Carychium-floridanum-COI	Gastropoda/Ellobiida/Ellobiidae/Carychium-floridanum	1.0	6	6	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobiidae	Carychium	Carychium floridanum		
Carychium-ibazoricum-COI	Gastropoda/Ellobiida/Ellobiidae/Carychium-ibazoricum	1.0	3	3	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobiidae	Carychium	Carychium ibazoricum		
Carychium-mexicanum-COI	Gastropoda/Ellobiida/Ellobiidae/Carychium-mexicanum	1.0	3	3	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobiidae	Carychium	Carychium mexicanum		
Carychium-minimum-COI	Gastropoda/Ellobiida/Ellobiidae/Carychium-minimum	1.0	10	10	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobiidae	Carychium	Carychium minimum		
Carychium-occidentale-COI	Gastropoda/Ellobiida/Ellobiidae/Carychium-occidentale	1.0	10	10	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobiidae	Carychium	Carychium occidentale		
Carychium-stygium-COI	Gastropoda/Ellobiida/Ellobiidae/Carychium-stygium	1.0	6	6	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobiidae	Carychium	Carychium stygium		
Carychium-tridentatum-COI	Gastropoda/Ellobiida/Ellobiidae/Carychium-tridentatum	1.0	9	9	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobiidae	Carychium	Carychium tridentatum		
Caucasigena-eichwaldi-COI	Gastropoda/Stylommatophora/Hygromiidae/Caucasigena-eichwaldi	1.0	6	6	Animalia	Mollusca	Gastropoda	Stylommatophora	Hygromiidae	Caucasigena	Caucasigena eichwaldi		
Caucasotachea-atrolabiata-COI	Gastropoda/Stylommatophora/Helicidae/Caucasotachea-atrolabiata	1.0	87	87	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Caucasotachea	Caucasotachea atrolabiata		
Caucasotachea-vindobonensis-COI	Gastropoda/Stylommatophora/Helicidae/Caucasotachea-vindobonensis	1.0	4	4	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Caucasotachea	Caucasotachea vindobonensis		
Caucasotachea-vindobonensis-H3	Gastropoda/Stylommatophora/Helicidae/Caucasotachea-vindobonensis	1.0	3	3	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Caucasotachea	Caucasotachea vindobonensis		
Cavolinia-uncinata-COI	Gastropoda/Pteropoda/Cavoliniidae/Cavolinia-uncinata	1.0	12	12	Animalia	Mollusca	Gastropoda	Pteropoda	Cavoliniidae	Cavolinia	Cavolinia uncinata		
Cenchritis-muricatus-COI	Gastropoda/Littorinimorpha/Littorinidae/Cenchritis-muricatus	1.0	3	3	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinidae	Cenchritis	Cenchritis muricatus		
Cepaea-hortensis-COI	Gastropoda/Stylommatophora/Helicidae/Cepaea-hortensis	1.0	22	22	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cepaea	Cepaea hortensis		
Cepaea-nemoralis-COI	Gastropoda/Stylommatophora/Helicidae/Cepaea-nemoralis	1.0	783	783	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cepaea	Cepaea nemoralis		
Cepola-macrophthalma-COI	Gastropoda/Stylommatophora/Cepolidae/Cepola-macrophthalma	1.0	16	16	Animalia	Mollusca	Gastropoda	Stylommatophora	Cepolidae	Cepola	Cepola macrophthalma		
Ceratostoma-foliatum-COI	Gastropoda/Neogastropoda/Muricidae/Ceratostoma-foliatum	1.0	28	28	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Ceratostoma	Ceratostoma foliatum		
Cerion-caerulescens-COI	Gastropoda/Stylommatophora/Cerionidae/Cerion-caerulescens	1.0	4	4	Animalia	Mollusca	Gastropoda	Stylommatophora	Cerionidae	Cerion	Cerion caerulescens		
Cerion-incanum-COI	Gastropoda/Stylommatophora/Cerionidae/Cerion-incanum	1.0	155	155	Animalia	Mollusca	Gastropoda	Stylommatophora	Cerionidae	Cerion	Cerion incanum		
Cerion-striatellum-COI	Gastropoda/Stylommatophora/Cerionidae/Cerion-striatellum	1.0	5	5	Animalia	Mollusca	Gastropoda	Stylommatophora	Cerionidae	Cerion	Cerion striatellum		
Cerion-uva-COI	Gastropoda/Stylommatophora/Cerionidae/Cerion-uva	1.0	70	70	Animalia	Mollusca	Gastropoda	Stylommatophora	Cerionidae	Cerion	Cerion uva	knipensis	Cerion uva knipensis
Chaetopleura-angulata-COI	Polyplacophora/Chitonida/Chaetopleuridae/Chaetopleura-angulata	1.0	3	3	Animalia	Mollusca	Polyplacophora	Chitonida	Chaetopleuridae	Chaetopleura	Chaetopleura angulata		
Chaetopleura-apiculata-COI	Polyplacophora/Chitonida/Chaetopleuridae/Chaetopleura-apiculata	1.0	19	19	Animalia	Mollusca	Polyplacophora	Chitonida	Chaetopleuridae	Chaetopleura	Chaetopleura apiculata		
Chamalycaeus-diplochilus-COI	Gastropoda/Architaenioglossa/Cyclophoridae/Chamalycaeus-diplochilus	1.0	4	4	Animalia	Mollusca	Gastropoda	Architaenioglossa	Cyclophoridae	Chamalycaeus	Chamalycaeus diplochilus		Cyclophorus diplochilus
Chamelea-gallina-COI	Bivalvia/Venerida/Veneridae/Chamelea-gallina	1.0	41	41	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Chamelea	Chamelea gallina		
Chamelea-striatula-COI	Bivalvia/Venerida/Veneridae/Chamelea-striatula	1.0	7	7	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Chamelea	Chamelea striatula		
Chicoreus-boucheti-COI	Gastropoda/Neogastropoda/Muricidae/Chicoreus-boucheti	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Chicoreus	Chicoreus boucheti		
Chicoreus-subpalmatus-COI	Gastropoda/Neogastropoda/Muricidae/Chicoreus-subpalmatus	1.0	55	55	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Chicoreus	Chicoreus subpalmatus		
Chione-cancellata-COI	Bivalvia/Venerida/Veneridae/Chione-cancellata	1.0	3	3	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Chione	Chione cancellata		
Chiroteuthis-calyx-COI	Cephalopoda/Oegopsida/Chiroteuthidae/Chiroteuthis-calyx	1.0	7	7	Animalia	Mollusca	Cephalopoda	Oegopsida	Chiroteuthidae	Chiroteuthis	Chiroteuthis calyx		
Chiroteuthis-veranii-COI	Cephalopoda/Oegopsida/Chiroteuthidae/Chiroteuthis-veranii	1.0	7	7	Animalia	Mollusca	Cephalopoda	Oegopsida	Chiroteuthidae	Chiroteuthis	Chiroteuthis veranii		Chiroteuthis veranyi
Chondrocyclus-alabastris-COI	Gastropoda/Architaenioglossa/Megalomastomatidae/Chondrocyclus-alabastris	1.0	13	13	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Chondrocyclus	Chondrocyclus alabastris		
Chondrocyclus-bathrolophodes-COI	Gastropoda/Architaenioglossa/Megalomastomatidae/Chondrocyclus-bathrolophodes	1.0	5	5	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Chondrocyclus	Chondrocyclus bathrolophodes		
Chondrocyclus-convexiusculus-COI	Gastropoda/Architaenioglossa/Megalomastomatidae/Chondrocyclus-convexiusculus	1.0	4	4	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Chondrocyclus	Chondrocyclus convexiusculus		
Chondrocyclus-isipingoensis-COI	Gastropoda/Architaenioglossa/Megalomastomatidae/Chondrocyclus-isipingoensis	1.0	6	6	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Chondrocyclus	Chondrocyclus isipingoensis		
Cidarina-cidaris-COI	Gastropoda/Seguenziida/Eucyclidae/Cidarina-cidaris	1.0	12	12	Animalia	Mollusca	Gastropoda	Seguenziida	Eucyclidae	Cidarina	Cidarina cidaris		
Ciliatocardium-ciliatum-COI	Bivalvia/Cardiida/Cardiidae/Ciliatocardium-ciliatum	1.0	11	11	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Ciliatocardium	Ciliatocardium ciliatum		
Cingula-trifasciata-COI	Gastropoda/Littorinimorpha/Rissoidae/Cingula-trifasciata	1.0	15	15	Animalia	Mollusca	Gastropoda	Littorinimorpha	Rissoidae	Cingula	Cingula trifasciata		
Cipangopaludina-chinensis-COI	Gastropoda/Architaenioglossa/Viviparidae/Cipangopaludina-chinensis	1.0	6	6	Animalia	Mollusca	Gastropoda	Architaenioglossa	Viviparidae	Cipangopaludina	Cipangopaludina chinensis		
